Storage System, Host Connection, Time, Interval (s), Cluster, Volume Group, Read Cache Hits - VCC (%), Read Cache Hits - VC (%), Read Cache Hits - overall (%), Write Cache Hits - VCC (%), Write Cache Hits - VC (%), Write Cache Hits - overall (%), Total Cache Hits - VCC (%), Total Cache Hits - VC (%), Total Cache Hits - overall (%), Disk to Cache Transfer Rate - VCC (ops/s), Disk to Cache Transfer Rate - VC (ops/s), Disk-to-Cache Transfer Rate (ops/s), Cache to Disk Transfer Rate - VCC (ops/s), Cache to Disk Transfer Rate - VC (ops/s), Cache-to-Disk Transfer Rate (ops/s), Read I/O Rate - overall (ops/s), Write I/O Rate - overall (ops/s), Total I/O Rate - overall (ops/s), Read Data Rate (MiB/s), Write Data Rate (MiB/s), Total Data Rate (MiB/s), Read Response Time (ms/op), Write Response Time (ms/op), Overall Response Time (ms/op), Read Transfer Size (KiB/op), Write Transfer Size (KiB/op), Overall Transfer Size (KiB/op), Write-cache Delay Percentage - VCC (%), Write-cache Delay Percentage - VC (%), Global Mirror Write I/O Rate (ops/s), Global Mirror Overlapping Write Percentage (%), Global Mirror Overlapping Write I/O Rate (ops/s), Peak Read Response Time (ms), Peak Write Response Time (ms), Global Mirror Secondary Write Lag (ms/op), Overall Host Attributed Response Time Percentage (%), Non-preferred Node Usage Percentage (%), Write-cache Delay Percentage (%), Write-cache Delay I/O Rate - VCC (ops/s), Write-cache Delay I/O Rate - VC (ops/s), Write-cache Delay I/O Rate (ops/s), Read-ahead Percentage of Cache Hits (%), Dirty Write Percentage of Cache Hits - VCC (%), Dirty Write Percentage of Cache Hits - VC (%), Dirty Write Percentage of Cache Hits (%), Write Cache Overflow Percentage (%), Write Cache Overflow I/O Rate (ops/s), Write Cache Flush-through Percentage - VCC (%), Write Cache Flush-through Percentage - VC (%), Write Cache Flush-through Percentage (%), Write Cache Flush-through I/O Rate - VCC (ops/s), Write Cache Flush-through I/O Rate - VC (ops/s), Write Cache Flush-through I/O Rate (ops/s), Write Cache Write-through Percentage - VCC (%), Write Cache Write-through Percentage - VC (%), Write Cache Write-through Percentage (%), Write Cache Write-through I/O Rate - VCC (ops/s), Write Cache Write-through I/O Rate - VC (ops/s), Write Cache Write-through I/O Rate (ops/s), Read I/O Rate - VC (ops/s), Read I/O Rate - VCC (ops/s), Write I/O Rate - VC (ops/s), Write I/O Rate - VCC (ops/s), Destage I/O Rate - VC (ops/s), Destage I/O Rate - VCC (ops/s), Stage I/O Rate - VC (ops/s), Stage I/O Rate - VCC (ops/s), Prestage I/O Rate - VCC (ops/s), Destage Response Time - VC (ms/op), Destage Response Time - VCC (ms/op), Stage Response Time - VC (ms/op), Stage Response Time - VCC (ms/op), Prestage Response Time - VCC (ms/op), Cache to Host Transfer Response Time (ms/op), Unaligned Write I/O Rate (ops/s), Total I/O Rate - VC (ops/s), Total I/O Rate - VCC (ops/s) 
SVC-2145-CS4SVC1-IBM, vaix_cs4cccsihsp02, 5/2/18 12:16 PM, 300, , , 3.82, 0.0, 3.82, 100.0, 100.0, 100.0, 93.49, 88.04, 99.22, 17.41, 28.07, 45.48, 319.2, 206.8, 526.0, 0.16, 6.75, 6.91, 0.01, 0.1, 0.11, 0.75, 0.19, 0.21, 87.708, 15.326, 17.003, 0.0, 0.0, 0.0, 0.0, 0.0, 8.19, 7.25, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.53, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.16, 0.95, 6.75, 8.52, 5.46, 0.86, 0.21, 1.01, 0.01, 0.52, 0.28, 0.47, 1.29, 1.0, 0.09, 0.0, 6.91, 9.47 
SVC-2145-CS4SVC1-IBM, pwin_toibspd02p, 5/2/18 12:16 PM, 300, , , 50.31, 0.0, 50.31, 100.0, 100.0, 100.0, 87.37, 100.0, 100.0, 16.96, 0.0, 16.96, 90.07, 97.65, 187.72, 0.0, 17.03, 17.03, 0.0, 0.05, 0.05, 0.0, 0.17, 0.17, 0.0, 2.864, 2.864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.51, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.82, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 2.13, 17.09, 17.3, 15.31, 1.32, 0.01, 0.26, 0.0, 0.22, 0.28, 19.0, 6.57, 0.0, 0.03, 14.14, 17.09, 19.43 
SVC-2145-CS4SVC1-IBM, vaix_cs4cccsihss01, 5/2/18 12:16 PM, 300, , , 61.8, 0.0, 61.8, 100.0, 100.0, 100.0, 98.01, 100.0, 100.0, 4.05, 0.0, 4.05, 172.4, 193.31, 365.71, 0.0, 5.74, 5.74, 0.0, 0.09, 0.09, 0.0, 0.2, 0.2, 0.0, 16.829, 16.829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.86, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.81, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.66, 5.74, 7.48, 4.87, 2.28, 0.0, 0.16, 0.0, 0.47, 0.3, 0.0, 6.17, 0.0, 0.08, 0.0, 5.74, 8.14 
SVC-2145-CS4SVC1-IBM, pwin_toibapertad03p, 5/2/18 12:16 PM, 300, , , 77.27, 0.0, 77.27, 100.0, 100.0, 100.0, 93.6, 100.0, 100.0, 0.8, 0.0, 0.8, 6.33, 8.99, 15.32, 0.0, 1.24, 1.24, 0.0, 0.0, 0.0, 0.0, 0.17, 0.17, 0.0, 3.624, 3.624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.81, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.37, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.22, 1.24, 1.29, 1.21, 0.27, 0.0, 0.16, 0.0, 1.04, 0.24, 0.0, 5.09, 0.0, 0.04, 0.9, 1.24, 1.51 
SVC-2145-CS4SVC1-IBM, pwin_toibapertad04p, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 62.43, 99.55, 99.83, 7.15, 0.05, 7.2, 3.51, 11.88, 15.39, 0.0, 1.63, 1.63, 0.0, 0.01, 0.01, 18.0, 0.18, 0.22, 8.0, 3.652, 3.661, 0.0, 0.0, 0.0, 0.0, 0.0, 18.17, 7.11, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.31, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.45, 1.63, 1.69, 2.39, 0.12, 0.0, 0.53, 0.0, 0.69, 0.25, 0.0, 2.0, 0.0, 0.04, 1.1, 1.63, 2.14 
SVC-2145-CS4SVC1-IBM, vaix_cs4bosdbe01, 5/2/18 12:16 PM, 300, , , 37.11, 0.0, 37.11, 100.0, 100.0, 100.0, 94.26, 100.0, 100.0, 7.68, 0.0, 7.68, 119.09, 121.63, 240.72, 0.0, 4.19, 4.19, 0.0, 0.06, 0.06, 0.0, 0.21, 0.21, 0.0, 14.525, 14.525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.86, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.37, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.76, 4.19, 5.18, 6.07, 0.89, 0.0, 0.65, 0.0, 0.62, 0.41, 0.0, 2.96, 0.0, 0.07, 0.0, 4.19, 5.94 
SVC-2145-CS4SVC1-IBM, vaix_cs4bosdbp01ha, 5/2/18 12:16 PM, 300, , , 15.86, 0.0, 15.86, 100.0, 100.0, 100.0, 65.71, 99.76, 99.91, 506.25, 2.05, 508.3, 741.04, 870.81, 1611.85, 0.51, 65.36, 65.87, 0.0, 0.43, 0.43, 0.25, 0.2, 0.2, 2.0, 6.66, 6.624, 0.0, 0.0, 60.5, 0.0, 0.0, 5.69, 38.55, 0.66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.97, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.51, 37.99, 65.39, 65.6, 76.75, 44.15, 0.62, 40.59, 0.0, 1.9, 0.23, 0.57, 2.84, 0.0, 0.0, 0.63, 65.9, 103.59 
SVC-2145-CS4SVC1-IBM, vaix_cs4bosdbs01ha, 5/2/18 12:16 PM, 300, , , 26.34, 5.09, 30.09, 100.0, 100.0, 100.0, 82.3, 94.59, 99.04, 97.63, 21.34, 118.97, 334.53, 372.41, 706.95, 0.54, 15.46, 16.0, 0.0, 0.18, 0.18, 0.35, 0.5, 0.49, 2.13, 12.047, 11.712, 0.0, 0.0, 9.24, 0.0, 0.0, 11.8, 47.26, 3.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 14.47, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 3.04, 8.92, 17.1, 18.38, 12.36, 5.56, 2.73, 5.48, 0.07, 22.46, 0.27, 1.86, 28.47, 5.76, 0.04, 0.63, 20.14, 27.3 
SVC-2145-CS4SVC1-IBM, vaix_cs2cglapp04, 5/2/18 12:16 PM, 300, , , 4.29, 0.0, 4.29, 100.0, 100.0, 100.0, 99.74, 99.94, 99.99, 9.93, 1.93, 11.87, 4123.07, 3666.85, 7789.92, 0.04, 7.51, 7.55, 0.0, 1.79, 1.79, 8.38, 0.67, 0.71, 22.308, 244.131, 242.859, 0.0, 0.0, 0.0, 0.0, 0.0, 26.48, 19.25, 0.0, 0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.04, 0.57, 7.51, 57.57, 5.96, 4.31, 0.05, 0.54, 0.0, 0.49, 0.65, 16.0, 3.92, 0.0, 0.28, 0.0, 7.55, 58.14 
SVC-2145-CS4SVC1-IBM, vaix_cs4cftmdbp1ha, 5/2/18 12:16 PM, 300, , , 20.44, 0.0, 20.44, 100.0, 100.0, 100.0, 84.44, 98.47, 99.76, 115.45, 9.23, 124.67, 898.74, 596.13, 1494.87, 0.59, 42.11, 42.7, 0.0, 0.29, 0.3, 0.34, 0.23, 0.23, 7.819, 7.079, 7.089, 0.0, 0.0, 37.17, 0.0, 0.0, 9.58, 44.83, 0.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.68, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.59, 9.49, 42.11, 43.73, 45.3, 15.88, 0.51, 4.56, 0.0, 0.82, 0.26, 0.09, 6.03, 0.0, 0.01, 0.63, 42.7, 53.22 
SVC-2145-CS4SVC1-IBM, vaix_cs4cftmapp1ha, 5/2/18 12:16 PM, 300, , , 73.28, 0.09, 73.3, 100.0, 100.0, 100.0, 96.41, 89.3, 99.61, 24.36, 56.28, 80.64, 211.77, 469.67, 681.44, 0.59, 25.53, 26.12, 0.0, 0.23, 0.23, 0.17, 0.23, 0.23, 7.785, 9.197, 9.165, 0.0, 0.0, 16.2, 0.0, 0.0, 7.07, 30.43, 2.19, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 66.42, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 4.45, 5.89, 25.97, 28.54, 27.4, 4.16, 4.86, 1.27, 0.14, 0.33, 0.29, 0.06, 3.37, 5.71, 0.03, 0.63, 30.42, 34.43 
SVC-2145-CS4SVC1-IBM, vaix_cs4cglapp04, 5/2/18 12:16 PM, 300, , , 1.31, 0.0, 1.31, 100.0, 100.0, 100.0, 99.18, 99.95, 99.99, 32.44, 1.93, 34.37, 4329.09, 3890.61, 8219.71, 0.04, 16.27, 16.31, 0.0, 1.9, 1.9, 8.38, 0.42, 0.44, 22.308, 119.564, 119.306, 0.0, 0.0, 0.0, 0.0, 0.0, 26.48, 19.25, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.61, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.04, 1.97, 16.27, 68.12, 12.92, 7.08, 0.05, 2.24, 0.0, 1.01, 0.51, 16.0, 3.55, 0.0, 0.25, 0.0, 16.31, 70.09 
SVC-2145-CS4SVC1-IBM, pwin_toibtrdcrmd03p, 5/2/18 12:16 PM, 300, , , 18.81, 0.0, 18.81, 100.0, 100.0, 100.0, 76.0, 75.27, 94.06, 31161.81, 16294.77, 47456.59, 45918.12, 49605.55, 95523.67, 1018.12, 773.14, 1791.26, 7.95, 24.22, 32.18, 3.05, 0.65, 2.02, 8.0, 32.083, 18.395, 0.0, 0.0, 0.0, 0.0, 0.0, 516.37, 355.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36.98, 0.35, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 1018.42, 1297.21, 773.11, 1376.61, 746.56, 864.0, 949.56, 990.76, 75.52, 2.06, 0.27, 3.03, 2.77, 1.74, 0.23, 104.99, 1791.53, 2673.82 
SVC-2145-CS4SVC1-IBM, vaix_cs4crcrdbq02, 5/2/18 12:16 PM, 300, , , 58.63, 0.0, 58.63, 100.0, 100.0, 100.0, 97.58, 100.0, 100.0, 4.85, 0.0, 4.85, 129.84, 189.55, 319.39, 0.0, 6.46, 6.46, 0.0, 0.09, 0.09, 0.0, 0.21, 0.21, 0.0, 14.678, 14.678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.39, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.12, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.73, 6.46, 8.06, 4.03, 1.26, 0.0, 0.56, 0.0, 0.87, 0.4, 0.0, 4.0, 0.0, 0.09, 0.0, 6.46, 8.8 
SVC-2145-CS4SVC1-IBM, pwin_toibtrdcrmd04p, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 47.32, 100.0, 100.0, 6.72, 0.0, 6.72, 6.79, 6.04, 12.83, 0.0, 0.72, 0.72, 0.0, 0.0, 0.0, 0.0, 0.17, 0.17, 0.0, 4.209, 4.209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.39, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.42, 0.72, 0.78, 0.75, 0.16, 0.0, 0.22, 0.0, 0.91, 0.23, 0.0, 2.25, 0.0, 0.04, 0.58, 0.72, 1.2 
SVC-2145-CS4SVC1-IBM, pwin_toibtrdcrmd05p, 5/2/18 12:16 PM, 300, , , 18.36, 0.0, 18.36, 100.0, 100.0, 100.0, 52.09, 100.0, 100.0, 2.13, 0.0, 2.13, 1.32, 1.84, 3.16, 0.0, 0.18, 0.18, 0.0, 0.0, 0.0, 0.0, 0.37, 0.37, 0.0, 5.111, 5.111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.51, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.04, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.16, 0.18, 0.2, 0.12, 0.05, 0.0, 0.09, 0.0, 4.94, 0.2, 0.0, 5.39, 0.0, 0.03, 0.06, 0.18, 0.36 
SVC-2145-CS4SVC1-IBM, pwin_toibtrdcrmd06p, 5/2/18 12:16 PM, 300, , , 53.84, 0.0, 53.84, 100.0, 100.0, 100.0, 73.59, 100.0, 100.0, 0.64, 0.0, 0.64, 1.01, 1.04, 2.05, 0.0, 0.11, 0.11, 0.0, 0.0, 0.0, 0.0, 0.24, 0.24, 0.0, 4.559, 4.559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.57, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.09, 0.11, 0.12, 0.15, 0.11, 0.0, 0.09, 0.0, 5.71, 0.24, 0.0, 7.11, 0.0, 0.03, 0.06, 0.11, 0.21 
SVC-2145-CS4SVC1-IBM, vaix_cs4cccsdtcp01, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 82.49, 100.0, 100.0, 9.81, 0.0, 9.81, 31.73, 46.24, 77.97, 0.0, 4.53, 4.53, 0.0, 0.02, 0.02, 0.0, 0.29, 0.29, 0.0, 5.1, 5.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 162.77, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.42, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.61, 4.53, 4.6, 3.05, 0.63, 0.0, 0.58, 0.0, 0.63, 0.24, 0.0, 1.74, 0.0, 0.04, 0.0, 4.53, 5.21 
SVC-2145-CS4SVC1-IBM, vaix_cs2crcrebp01, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, vaix_cs2crcrebp02, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, pwin_tocbcppcpt1rl, 5/2/18 12:16 PM, 300, , , 36.2, 0.0, 36.2, 100.0, 100.0, 100.0, 92.75, 100.0, 100.0, 9.49, 0.0, 9.49, 57.23, 116.19, 173.41, 0.0, 4.34, 4.34, 0.0, 0.06, 0.06, 0.0, 0.21, 0.21, 0.0, 13.107, 13.107, 0.0, 0.0, 4.38, 0.0, 0.0, 0.0, 56.78, 0.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 57.6, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.93, 4.38, 4.38, 7.23, 2.32, 0.0, 0.33, 0.0, 1.77, 0.29, 0.0, 8.22, 0.0, 0.0, 0.0, 4.38, 5.31 
SVC-2145-CS4SVC1-IBM, pesx_tocbuvfesx009pe, 5/2/18 12:16 PM, 300, , , 33.95, 0.28, 34.14, 100.0, 100.0, 100.0, 87.46, 89.13, 98.63, 8932.0, 6372.81, 15304.81, 49027.29, 52271.67, 101298.96, 189.43, 1698.58, 1888.02, 3.09, 25.52, 28.61, 1.91, 0.32, 0.48, 16.705, 15.384, 15.517, 0.0, 0.0, 409.11, 0.0, 0.0, 225.97, 175.2, 1.19, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 3.32, 14.64, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 207.6, 652.88, 1713.06, 2154.16, 1685.89, 752.39, 299.11, 540.15, 9.08, 0.87, 0.27, 1.54, 2.76, 2.89, 0.16, 293.89, 1920.66, 2807.03 
SVC-2145-CS4SVC1-IBM, pwin_tocbmmtdb1pw, 5/2/18 12:16 PM, 300, , , 73.07, 0.0, 73.07, 100.0, 100.0, 100.0, 88.31, 100.0, 100.0, 0.75, 0.0, 0.75, 3.49, 3.62, 7.11, 0.0, 0.64, 0.64, 0.0, 0.0, 0.0, 0.0, 0.21, 0.21, 0.0, 2.839, 2.839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.66, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.68, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.17, 0.64, 0.66, 0.57, 0.23, 0.0, 0.02, 0.0, 0.15, 0.25, 0.0, 0.6, 0.0, 0.04, 0.46, 0.64, 0.83 
SVC-2145-CS4SVC1-IBM, vaix_cs2ceacpap10, 5/2/18 12:16 PM, 300, , , 44.42, 0.0, 44.42, 100.0, 100.0, 100.0, 80.81, 68.81, 94.01, 4105.84, 4999.26, 9105.11, 10830.65, 11033.23, 21863.87, 66.17, 112.14, 178.32, 2.45, 5.39, 7.83, 5.68, 2.93, 3.95, 37.835, 49.185, 44.973, 0.0, 0.0, 0.0, 0.0, 0.0, 274.44, 142.35, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.65, 17.61, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 66.32, 177.98, 111.95, 242.43, 164.98, 65.39, 107.94, 273.76, 15.49, 0.22, 0.38, 4.34, 3.21, 2.97, 2.18, 0.0, 178.28, 420.41 
SVC-2145-CS4SVC1-IBM, pwin_tocbmmtap2rw, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, pwin_tocbmmtap1rw, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, vaix_cs2cftmaps1ha, 5/2/18 12:16 PM, 300, , , 39.03, 0.0, 39.03, 0.0, 0.0, 0.0, 39.03, 0.0, 39.03, 0.38, 0.25, 0.63, 0.0, 0.0, 0.0, 0.03, 0.0, 0.03, 0.0, 0.0, 0.0, 3.67, 0.0, 3.67, 4.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.03, 0.05, 0.0, 0.0, 0.0, 0.0, 0.03, 0.04, 0.0, 0.0, 0.0, 5.33, 3.92, 0.0, 0.0, 0.0, 0.03, 0.05 
SVC-2145-CS4SVC1-IBM, vaix_cs2ceaas05, 5/2/18 12:16 PM, 300, , , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.08, 0.49, 1.57, 0.0, 0.0, 0.0, 0.06, 0.0, 0.06, 0.0, 0.0, 0.0, 9.61, 0.0, 9.61, 4.167, 0.0, 4.167, 0.0, 0.0, 0.0, 0.0, 0.0, 52.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.06, 0.1, 0.0, 0.0, 0.0, 0.0, 0.06, 0.1, 0.0, 0.0, 0.0, 10.56, 6.55, 0.0, 0.0, 0.0, 0.06, 0.1 
SVC-2145-CS4SVC1-IBM, vaix_cs4besmwass01, 5/2/18 12:16 PM, 300, , , 8.33, 0.0, 8.33, 100.0, 100.0, 100.0, 80.16, 100.0, 100.0, 17.6, 0.0, 17.6, 43.04, 69.55, 112.59, 0.0, 5.17, 5.17, 0.0, 0.03, 0.03, 0.0, 0.32, 0.32, 0.0, 6.73, 6.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 104.44, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 46.16, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 1.2, 5.17, 5.47, 4.69, 0.63, 0.0, 1.05, 0.0, 0.87, 0.24, 0.0, 2.59, 0.0, 0.07, 0.0, 5.17, 6.67 
SVC-2145-CS4SVC1-IBM, vaix_cs4besmdbs01ha, 5/2/18 12:16 PM, 300, , , 12.34, 0.0, 12.34, 100.0, 100.0, 100.0, 90.32, 100.0, 100.0, 15.15, 0.0, 15.15, 62.32, 139.28, 201.6, 0.0, 14.51, 14.51, 0.0, 0.07, 0.07, 0.0, 0.17, 0.17, 0.0, 4.801, 4.801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.79, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.99, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 1.08, 14.5, 14.57, 14.59, 1.49, 0.0, 1.07, 0.0, 0.47, 0.28, 0.0, 2.83, 0.0, 0.04, 0.0, 14.5, 15.65 
